"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816350","11.9.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Single total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121509154","11.10.1.1.1","235622",,,,"0"
"2020-04","British Columbia","2016A000259","Single total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121509154","11.10.1.1.1","204586",,,,"0"
"2020-03","British Columbia","2016A000259","Single total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740127","11.10.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Single total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740127","11.10.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Single total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121509162","11.10.1.5.1","707",,,,"0"
"2020-04","British Columbia","2016A000259","Single total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121509162","11.10.1.5.1","668",,,,"0"
"2020-03","British Columbia","2016A000259","Single total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816355","11.10.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Single total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816355","11.10.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Mobile home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121509874","11.13.1.1.1","2498",,,,"0"
"2020-04","British Columbia","2016A000259","Mobile home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121509874","11.13.1.1.1","2244",,,,"0"
"2020-03","British Columbia","2016A000259","Mobile home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740178","11.13.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Mobile home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740178","11.13.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Mobile home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121509882","11.13.1.5.1","16",,,,"0"
"2020-04","British Columbia","2016A000259","Mobile home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121509882","11.13.1.5.1","19",,,,"0"
"2020-03","British Columbia","2016A000259","Mobile home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848813","11.13.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Mobile home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848813","11.13.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Cottage","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510114","11.14.1.1.1","326",,,,"0"
"2020-04","British Columbia","2016A000259","Cottage","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510114","11.14.1.1.1","125",,,,"0"
"2020-03","British Columbia","2016A000259","Cottage","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740188","11.14.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Cottage","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740188","11.14.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Cottage","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510122","11.14.1.5.1","3",,,,"0"
"2020-04","British Columbia","2016A000259","Cottage","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510122","11.14.1.5.1","1",,,,"0"
"2020-03","British Columbia","2016A000259","Cottage","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848823","11.14.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Cottage","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848823","11.14.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510354","11.15.1.1.1","316345",,,,"0"
"2020-04","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510354","11.15.1.1.1","577183",,,,"0"
"2020-03","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740200","11.15.1.1.3","240726",,,,"0"
"2020-04","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740200","11.15.1.1.3","439116",,,,"0"
"2020-03","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510362","11.15.1.5.1","575",,,,"0"
"2020-04","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510362","11.15.1.5.1","535",,,,"0"
"2020-03","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848835","11.15.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Multiple dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848835","11.15.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510594","11.16.1.1.1","314465",,,,"0"
"2020-04","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510594","11.16.1.1.1","575944",,,,"0"
"2020-03","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740219","11.16.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740219","11.16.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510602","11.16.1.5.1","447",,,,"0"
"2020-04","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510602","11.16.1.5.1","446",,,,"0"
"2020-03","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848854","11.16.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Major multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848854","11.16.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510834","11.17.1.1.1","1880",,,,"0"
"2020-04","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121510834","11.17.1.1.1","1239",,,,"0"
"2020-03","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740238","11.17.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740238","11.17.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510842","11.17.1.5.1","128",,,,"0"
"2020-04","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121510842","11.17.1.5.1","89",,,,"0"
"2020-03","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848873","11.17.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Minor multiple dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848873","11.17.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Double total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121511074","11.18.1.1.1","7644",,,,"0"
"2020-04","British Columbia","2016A000259","Double total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121511074","11.18.1.1.1","12285",,,,"0"
"2020-03","British Columbia","2016A000259","Double total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740243","11.18.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Double total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740243","11.18.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Double total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121511082","11.18.1.5.1","19",,,,"0"
"2020-04","British Columbia","2016A000259","Double total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121511082","11.18.1.5.1","29",,,,"0"
"2020-03","British Columbia","2016A000259","Double total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848878","11.18.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Double total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271848878","11.18.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Row total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121511794","11.21.1.1.1","34026",,,,"0"
"2020-04","British Columbia","2016A000259","Row total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121511794","11.21.1.1.1","34546",,,,"0"
"2020-03","British Columbia","2016A000259","Row total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271778697","11.21.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Row total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271778697","11.21.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Row total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121511802","11.21.1.5.1","44",,,,"0"
"2020-04","British Columbia","2016A000259","Row total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121511802","11.21.1.5.1","43",,,,"0"
